name,seat_no,party,symbol,alliance,seat,district,division
মোঃ শহীদউদ্দীন চৌধুরী এ্যানি,276,BNP,ধানের শীষ,BNP,Lakshmipur-3,Lakshmipur,Chittagong
মোঃ ইব্রাহিম,276,Islami Andolan Bangladesh,হাতপাখা,IAB,Lakshmipur-3,Lakshmipur,Chittagong
মোঃ রেজাউল করিম,276,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Lakshmipur-3,Lakshmipur,Chittagong
‌এ কে এম মহি উদ্দিন,276,JaPa,লাঙ্গল,JaPa,Lakshmipur-3,Lakshmipur,Chittagong
মোঃ সামছুদ্দিন,276,LDP,ছাতা,,Lakshmipur-3,Lakshmipur,Chittagong
সেলিম মাহামুদ,276,NPP,আম,,Lakshmipur-3,Lakshmipur,Chittagong
মিলন কৃষ্ণ মন্ডল,277,BaSaD,মই,,Lakshmipur-4,Lakshmipur,Chittagong
এবিএম আশরাফ উদ্দিন (নিজান),277,BNP,ধানের শীষ,BNP,Lakshmipur-4,Lakshmipur,Chittagong
আ ন ম মনজুর মোর্শেদ,277,Independent,ফুটবল,,Lakshmipur-4,Lakshmipur,Chittagong
নুরুল হুদা চৌধুরী,277,Independent,মোটর সাইকেল,,Lakshmipur-4,Lakshmipur,Chittagong
শরাফ উদ্দিন আজাদ,277,Independent,কাপ-পিরিচ,,Lakshmipur-4,Lakshmipur,Chittagong
খালেদ সাইফুল্লাহ,277,Islami Andolan Bangladesh,হাতপাখা,IAB,Lakshmipur-4,Lakshmipur,Chittagong
মোঃ আশরাফুর রহমান হাফিজউল্যা,277,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Lakshmipur-4,Lakshmipur,Chittagong
তানিয়া রব,277,JSD,তারা,,Lakshmipur-4,Lakshmipur,Chittagong
শেখ জুলফিকার বুলবুল চৌধুরী,278,BML,হাত (পাঞ্জা),,Chittagong-1,Chittagong,Chittagong
নুরুল আমিন,278,BNP,ধানের শীষ,BNP,Chittagong-1,Chittagong,Chittagong
রেজাউল করিম,278,Insaniat Biplab Bangladesh,আপেল,,Chittagong-1,Chittagong,Chittagong
ফেরদৌস আহমদ চৌধুরী,278,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-1,Chittagong,Chittagong
মোহাম্মদ  ছাইফুর রহমান,278,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-1,Chittagong,Chittagong
সৈয়দ শাহাদাৎ হোসেন,278,JaPa,লাঙ্গল,JaPa,Chittagong-1,Chittagong,Chittagong
এ কে এম আবু ইউছুপ,278,JSD,তারা,,Chittagong-1,Chittagong,Chittagong
সারওয়ার আলমগীর,279,BNP,ধানের শীষ,BNP,Chittagong-2,Chittagong,Chittagong
শাহজাদা সৈয়দ সাইফুদ্দিন আহমদ,279,BSP,একতারা,,Chittagong-2,Chittagong,Chittagong
রবিউল হাসান,279,GOP (Nuru),ট্রাক,,Chittagong-2,Chittagong,Chittagong
আহমদ কবির,279,Independent,ফুটবল,,Chittagong-2,Chittagong,Chittagong
জিন্নাত আকতার,279,Independent,হরিণ,,Chittagong-2,Chittagong,Chittagong
জুলফিকার আলী মান্নান,279,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-2,Chittagong,Chittagong
মোহাম্মদ নুরুল আমিন,279,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-2,Chittagong,Chittagong
মোহাম্মদ গোলাম নওশের আলী,279,Janatar Dol,কলম,,Chittagong-2,Chittagong,Chittagong
মোস্তফা কামাল পাশা,280,BNP,ধানের শীষ,BNP,Chittagong-3,Chittagong,Chittagong
মোঃ মোয়াহেদুল মাওলা,280,Independent,ফুটবল,,Chittagong-3,Chittagong,Chittagong
মোহাম্মাদ আমজাদ হোসেন,280,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-3,Chittagong,Chittagong
মুহাম্মদ আলা উদ্দীন,280,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-3,Chittagong,Chittagong
মোঃ সিরাজুদ্দৌলা,281,Bangladesh Islami Front,মোমবাতি,,Chittagong-4,Chittagong,Chittagong
মোঃ জাকারিয়া খালেদ,281,Bangladesh Nejame Islam Party,বই,,Chittagong-4,Chittagong,Chittagong
মোহাম্মদ আসলাম চৌধুরী,281,BNP,ধানের শীষ,BNP,Chittagong-4,Chittagong,Chittagong
মোঃ শহীদুল ইসলাম চৌধুরী,281,BSP,একতারা,,Chittagong-4,Chittagong,Chittagong
মোঃ মছিউদদৌলা,281,CPB,কাস্তে,,Chittagong-4,Chittagong,Chittagong
জাহিদুল  আলম,281,Ganosamhati Andolon (Saki),মাথাল,,Chittagong-4,Chittagong,Chittagong
এ টি এম পারভেজ,281,GOP (Nuru),ট্রাক,,Chittagong-4,Chittagong,Chittagong
মোঃ দিদারুল মাওলা,281,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-4,Chittagong,Chittagong
মোঃ আনোয়ার ছিদ্দিক,281,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-4,Chittagong,Chittagong
মোঃ নাসির উদ্দীন,282,Bangladesh Khelafat Majlish,রিক্সা,Jamaat-NCP,Chittagong-5,Chittagong,Chittagong
মোঃ আলা উদ্দিন,282,Bangladesh Labor Party,আনারস,,Chittagong-5,Chittagong,Chittagong
মীর মোহাম্মদ হেলাল উদ্দীন,282,BNP,ধানের শীষ,BNP,Chittagong-5,Chittagong,Chittagong
মোহাম্মদ ইমাম উদ্দিন রিয়াদ,282,Independent,ফুটবল,,Chittagong-5,Chittagong,Chittagong
মতি উল্লাহ নূরী,282,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-5,Chittagong,Chittagong
মুহাম্মদ রফিকুল ইসলাম,282,Islamic Front,চেয়ার,,Chittagong-5,Chittagong,Chittagong
মোহাম্মদ ইলিয়াছ নূরী,283,Bangladesh Islami Front,মোমবাতি,,Chittagong-6,Chittagong,Chittagong
গিয়াস উদ্দিন কাদের চৌধুরী,283,BNP,ধানের শীষ,BNP,Chittagong-6,Chittagong,Chittagong
নাছির উদ্দীন তালুকদার,283,Ganosamhati Andolon (Saki),মাথাল,,Chittagong-6,Chittagong,Chittagong
মোঃ শাহাজাহান মঞ্জু,283,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-6,Chittagong,Chittagong
মোঃ আবদুর রহমান,284,AB Party,ঈগল,,Chittagong-7,Chittagong,Chittagong
মুহাম্মদ ইকবাল হাছান,284,Bangladesh Islami Front,মোমবাতি,,Chittagong-7,Chittagong,Chittagong
হুমাম কাদের চৌধুরী,284,BNP,ধানের শীষ,BNP,Chittagong-7,Chittagong,Chittagong
প্রমোদ বরন বড়ুয়া,284,CPB,কাস্তে,,Chittagong-7,Chittagong,Chittagong
মোঃ বেলাল উদ্দীন,284,GOP (Nuru),ট্রাক,,Chittagong-7,Chittagong,Chittagong
আবদুল্লাহ  আল হারুন,284,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-7,Chittagong,Chittagong
এ টি এম রেজাউল করিম,284,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-7,Chittagong,Chittagong
মোঃ মেহেদী রাসেদ,284,JaPa,লাঙ্গল,JaPa,Chittagong-7,Chittagong,Chittagong
মোঃ মেহেদী রাসেদ,284,JP (Manju),লাঙ্গল,,Chittagong-7,Chittagong,Chittagong
সৈয়্যদ মুহাম্মদ হাসান,285,Bangladesh Islami Front,মোমবাতি,,Chittagong-8,Chittagong,Chittagong
এরশাদ উল্লাহ,285,BNP,ধানের শীষ,BNP,Chittagong-8,Chittagong,Chittagong
মোহাম্মদ এমদাদুল হক,285,Insaniat Biplab Bangladesh,আপেল,,Chittagong-8,Chittagong,Chittagong
মোহাম্মদ নুরুল আলম,285,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-8,Chittagong,Chittagong
মোঃ আবু নাছের,285,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-8,Chittagong,Chittagong
মোঃ জোবাইরুল হাসান আরিফ,285,NCP,শাপলা কলি,Jamaat-NCP,Chittagong-8,Chittagong,Chittagong
মোঃ শফি উদ্দিন কবির,286,BaSaD (M),কাঁচি,,Chittagong-9,Chittagong,Chittagong
মোহাম্মদ আবু সুফিয়ান,286,BNP,ধানের শীষ,BNP,Chittagong-9,Chittagong,Chittagong
সৈয়দ মোহাম্মদ হাসান মারুফ,286,Ganosamhati Andolon (Saki),মাথাল,,Chittagong-9,Chittagong,Chittagong
মোহাম্মদ নঈম উদ্দীন,286,Insaniat Biplab Bangladesh,আপেল,,Chittagong-9,Chittagong,Chittagong
আব্দুস শুক্কুর,286,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-9,Chittagong,Chittagong
মুহাম্মদ ওয়াহেদ মুরাদ,286,Islamic Front,চেয়ার,,Chittagong-9,Chittagong,Chittagong
ডা এ কে এম ফজলুল হক,286,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-9,Chittagong,Chittagong
মোঃ হায়দার আলী চৌধুরী,286,Janatar Dol,কলম,,Chittagong-9,Chittagong,Chittagong
আবদুল মোমেন চৌধুরী,286,JSD,তারা,,Chittagong-9,Chittagong,Chittagong
মোঃ নুরুল আবছার মজুমদার,286,Nagorik Oikko,কেটলি,,Chittagong-9,Chittagong,Chittagong
মোঃ ওসমান গনি,287,Bangladesh Labor Party,আনারস,,Chittagong-10,Chittagong,Chittagong
আসমা আকতার,287,BaSaD (M),কাঁচি,,Chittagong-10,Chittagong,Chittagong
সাঈদ আল নোমান,287,BNP,ধানের শীষ,BNP,Chittagong-10,Chittagong,Chittagong
মোহাম্মদ আরমান আলী,287,Independent,ফুটবল,,Chittagong-10,Chittagong,Chittagong
সাবিনা খাতুন,287,Insaniat Biplab Bangladesh,আপেল,,Chittagong-10,Chittagong,Chittagong
মুহাম্মদ জান্নাতুল ইসলাম,287,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-10,Chittagong,Chittagong
মোঃ লিয়াকত আলী,287,Islamic Front,চেয়ার,,Chittagong-10,Chittagong,Chittagong
মুহাম্মদ শামসুজ্জামান হেলালী,287,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-10,Chittagong,Chittagong
মোহামমদ এমদাদ হোসাইন চৌধুরী,287,JaPa,লাঙ্গল,JaPa,Chittagong-10,Chittagong,Chittagong
মোঃ নিজামুল হক আল কাদেরী,288,BaSaD,মই,,Chittagong-11,Chittagong,Chittagong
দীপা মজুমদার,288,BaSaD (M),কাঁচি,,Chittagong-11,Chittagong,Chittagong
আমির খসরু মাহমুদ চৌধুরী,288,BNP,ধানের শীষ,BNP,Chittagong-11,Chittagong,Chittagong
উজ্জল ভৌমিক,288,Gano Forum,উদীয়মান সূর্য,,Chittagong-11,Chittagong,Chittagong
মুহাম্মদ নেজাম উদ্দীন,288,GOP (Nuru),ট্রাক,,Chittagong-11,Chittagong,Chittagong
মোহাম্মদ জাহাঙ্গীর ভূঁইয়া,288,Independent,সূর্যমুখী ফুল,,Chittagong-11,Chittagong,Chittagong
মোঃ আজিজ মিয়া,288,Insaniat Biplab Bangladesh,আপেল,,Chittagong-11,Chittagong,Chittagong
মোঃ নুর উদ্দিন,288,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-11,Chittagong,Chittagong
মুহাম্মদ আবু তাহের,288,Islamic Front,চেয়ার,,Chittagong-11,Chittagong,Chittagong
মোহাম্মদ শফিউল আলম,288,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-11,Chittagong,Chittagong
আবু তাহের,288,JaPa,লাঙ্গল,JaPa,Chittagong-11,Chittagong,Chittagong
ছৈয়দ এয়ার মোহাম্মদ পেয়ারু,289,Bangladesh Islami Front,মোমবাতি,,Chittagong-12,Chittagong,Chittagong
মোহাম্মদ এনামুল হক,289,BNP,ধানের শীষ,BNP,Chittagong-12,Chittagong,Chittagong
মুহাম্মদ শাখাওয়াত হোসাইন,289,Independent,ফুটবল,,Chittagong-12,Chittagong,Chittagong
মোহাম্মদ আবু তালেব হেলালী,289,Insaniat Biplab Bangladesh,আপেল,,Chittagong-12,Chittagong,Chittagong
‌এসএমবেলাল নুর,289,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-12,Chittagong,Chittagong
মোহাম্মদ ফরিদুল আলম,289,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-12,Chittagong,Chittagong
ফরিদ আহম্মদ চৌধুরী,289,JaPa,লাঙ্গল,JaPa,Chittagong-12,Chittagong,Chittagong
এম. এয়াকুব আলী,289,LDP,ছাতা,,Chittagong-12,Chittagong,Chittagong
এস এম শাহজাহান,290,Bangladesh Islami Front,মোমবাতি,,Chittagong-13,Chittagong,Chittagong
সরওয়ার জামাল নিজাম,290,BNP,ধানের শীষ,BNP,Chittagong-13,Chittagong,Chittagong
মোঃ মুজিবুর রহমান চৌং,290,GOP (Nuru),ট্রাক,,Chittagong-13,Chittagong,Chittagong
মুঃ রেজাউল মোস্তফা,290,Insaniat Biplab Bangladesh,আপেল,,Chittagong-13,Chittagong,Chittagong
মাহমুদুল হাসান,290,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-13,Chittagong,Chittagong
আবদুর রব চৌধুরী,290,JaPa,লাঙ্গল,JaPa,Chittagong-13,Chittagong,Chittagong
মোহাম্মদ এমরান,290,NDM,সিংহ,,Chittagong-13,Chittagong,Chittagong
মৌঃ মোঃ সোলাইমান,291,Bangladesh Islami Front,মোমবাতি,,Chittagong-14,Chittagong,Chittagong
আলহাজ্ব জসীম উদ্দীন আহমেদ,291,BNP,ধানের শীষ,BNP,Chittagong-14,Chittagong,Chittagong
মোহাম্মদ মিজানুল হক চৌধুরী,291,Independent,ফুটবল,,Chittagong-14,Chittagong,Chittagong
শফিকুল ইসলাম রাহী,291,Independent,মোটর সাইকেল,,Chittagong-14,Chittagong,Chittagong
এইচ. এম. ইলিয়াছ,291,Insaniat Biplab Bangladesh,আপেল,,Chittagong-14,Chittagong,Chittagong
মোহাম্মদ আবদুল হামিদ,291,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-14,Chittagong,Chittagong
মোহাম্মদ বাদশা মিয়া,291,JaPa,লাঙ্গল,JaPa,Chittagong-14,Chittagong,Chittagong
মোহাম্মদ বাদশা মিয়া,291,JP (Manju),লাঙ্গল,,Chittagong-14,Chittagong,Chittagong
ওমর ফারুক,291,LDP,ছাতা,Jamaat-NCP,Chittagong-14,Chittagong,Chittagong
নাজমুল মোস্তফা আমীন,292,BNP,ধানের শীষ,BNP,Chittagong-15,Chittagong,Chittagong
শরীফুল আলম চৌধুরী,292,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-15,Chittagong,Chittagong
শাহজাহান চৌধুরী,292,Jamaat,দাঁড়িপাল্লা,Jamaat-NCP,Chittagong-15,Chittagong,Chittagong
এহছানুল হক,293,Bangladesh Muslim League,হারিকেন,,Chittagong-16,Chittagong,Chittagong
মিশকাতুল ইসলাম চৌধুরী,293,BNP,ধানের শীষ,BNP,Chittagong-16,Chittagong,Chittagong
মোঃ আরিফুল হক,293,GOP (Nuru),ট্রাক,,Chittagong-16,Chittagong,Chittagong
মোহাম্মদ লেয়াকত আলী,293,Independent,ফুটবল,,Chittagong-16,Chittagong,Chittagong
হাফেজ রুহুল্লাহ,293,Islami Andolan Bangladesh,হাতপাখা,IAB,Chittagong-16,Chittagong,Chittagong
